repo,pr_a,pr_b,agent_a,agent_b,opened_a,closed_a,opened_b,closed_b,cross_agent,conflict,both_files,dup_title,revert,fix_in_flight,merged_a,merged_b,both_merged,bm_shared,mega,near_miss,primary_stratum,cross_agent_candidate,in_prevalence_sample,in_enriched_sample,pi_prevalence,pi_enriched,incl_prob,title_a,body_a,files_a,n_files_a,title_b,body_b,files_b,n_files_b,files_shared,has_diff,frame_id,dataset_version,config_version,anon_id
reown-com/appkit,4566,4581,Devin,Devin,2025-06-25T07:41:09+00:00,2025-07-08T21:20:51+00:00,2025-06-30T08:25:18+00:00,2025-07-02T15:51:15+00:00,False,False,True,False,False,False,False,True,False,False,False,True,near_miss,False,False,True,,0.01155691234191016,0.01155691234191016,chore: update walletconnect dependencies to version 2.21.4,"# chore: update walletconnect dependencies to version 2.21.4

This PR updates all walletconnect-monorepo dependencies in the appkit repository from version 2.21.3 to 2.21.4, based on the packages that were versioned in commit [7a137d230a861760e482d421e18444e69570867b](https://github.com/WalletConnect/walletconnect-monorepo/commit/7a137d230a861760e482d421e18444e69570867b) from the WalletConnect/walletconnect-monorepo repository.

## Updated Packages

The following walletconnect packages were updated from 2.21.3 to 2.21.4:

- `@walletconnect/universal-provider`: 2.21.3 → 2.21.4
- `@walletconnect/types`: 2.21.3 → 2.21.4  
- `@walletconnect/utils`: 2.21.3 → 2.21.4
- `@walletconnect/sign-client`: 2.21.3 → 2.21.4
- `@walletconnect/ethereum-provider`: 2.21.3 → 2.21.4

## Files Modified

Updated package.json files across the monorepo:
- Main packages: `packages/appkit/`, `packages/controllers/`, `packages/adapters/*/`, `packages/siwe/`, `packages/appkit-utils/`
- Laboratory app: `apps/laboratory/`
- Examples: Various example applications using walletconnect dependencies
- Lockfile: `pnpm-lock.yaml` regenerated with new dependency versions

## Source Reference

This update is based on the ""","apps/laboratory/package.json
examples/html-ak-basic-sign-client/package.json
examples/html-ak-basic-up/package.json
examples/html-ep/package.json
examples/next-ak-basic-sign-client-app-router/package.json
examples/next-ak-basic-up-app-router/package.json
examples/next-ep-app-router/package.json
examples/parcel/package.json
examples/react-ak-basic-sign-client/package.json
examples/react-ak-basic-up/package.json
examples/react-ep/package.json
examples/vue-ak-basic-sign-client/package.json
examples/vue-ak-basic-up/package.json
examples/vue-ep/package.json
packages/adapters/bitcoin/package.json
packages/adapters/ethers/package.json
packages/adapters/ethers5/package.json
packages/adapters/solana/package.json
packages/adapters/wagmi/package.json
packages/appkit-utils/package.json
packages/appkit/exports/constants.ts
packages/appkit/package.json
packages/controllers/package.json
packages/siwe/package.json
pnpm-lock.yaml",25,feat: add 127.0.0.1 to DEFAULT_ALLOWED_ANCESTORS allowlist,"
# Add HTTPS localhost support to DEFAULT_ALLOWED_ANCESTORS

## Summary

This PR adds `https://localhost:*` to the `DEFAULT_ALLOWED_ANCESTORS` list for consistency with the existing HTTP localhost and 127.0.0.1 patterns. The change addresses a GitHub comment requesting full consistency between localhost and 127.0.0.1 origin handling.

**Key Changes:**
- Added `https://localhost:*` pattern to `DEFAULT_ALLOWED_ANCESTORS` in `ConstantsUtil.ts`
- Added corresponding test cases to verify HTTPS localhost pattern matching
- Maintained existing patterns: `http://localhost:*`, `http://127.0.0.1:*`, `https://127.0.0.1:*`
- Created changeset for patch version across all packages

## Review & Testing Checklist for Human

- [x] **Security Review**: Verify that allowing `https://localhost:*` doesn't introduce security vulnerabilities in origin validation
- [x] **Functional Testing**: Test locally that HTTPS localhost origins (e.g., `https://localhost:3000`) are properly allowed by the `isOriginAllowed` function
- [x] **Pattern Matching**: Confirm the wildcard pattern matching works correctly for HTTPS localhost with various ports
- [x] **Changeset Validation**: Review the changeset file format a",".changeset/add-localhost-ip-to-allowlist.md
packages/appkit/src/utils/ConstantsUtil.ts
packages/appkit/tests/utils/HelpersUtil.test.ts",3,,False,10188,v1,v1,Pe60b4598ee6b11f3
mochilang/mochi,10041,12067,OpenAI_Codex,OpenAI_Codex,2025-07-19T06:17:02+00:00,2025-07-30T23:20:55+00:00,2025-07-22T15:24:14+00:00,2025-07-22T15:29:10+00:00,False,False,True,False,False,False,False,True,False,False,True,True,near_miss,False,False,True,,0.01153780049469067,0.01153780049469067,Update Zig transpiler progress,"## Summary
- mark math_ops as supported and bump Zig transpiler progress
- log current progress in TASKS
- add golden files for math_ops

## Testing
- `go test ./transpiler/x/zig -run TestTranspiler_Golden -v` *(fails: zig not installed)*

------
https://chatgpt.com/codex/tasks/task_e_687b32f810f88320ba47f5d9d11907e4","tests/transpiler/x/zig/math_ops.out
tests/transpiler/x/zig/math_ops.zig
transpiler/x/zig/README.md
transpiler/x/zig/TASKS.md",4,Extend Lua rosetta runner with index,"## Summary
- allow selecting Lua Rosetta test by MOCHI_ROSETTA_INDEX
- number items in Lua ROSETTA.md
- refresh transpiled output for `100-doors-2`

## Testing
- `MOCHI_ROSETTA_INDEX=1 go test ./transpiler/x/lua -run TestLuaTranspiler_Rosetta -tags=slow -count=1`

------
https://chatgpt.com/codex/tasks/task_e_687fa70b90948320bd8d3e58750ac808","tests/rosetta/transpiler/Lua/100-doors-2.lua
transpiler/x/lua/ROSETTA.md
transpiler/x/lua/rosetta_test.go",3,,False,8129,v1,v1,P61f53a757b0f499c
MontrealAI/AGI-Alpha-Agent-v0,153,233,OpenAI_Codex,OpenAI_Codex,2025-05-17T18:05:38+00:00,2025-07-30T23:20:55+00:00,2025-05-18T02:17:24+00:00,2025-05-18T02:17:41+00:00,False,False,True,False,False,False,False,True,False,False,True,True,near_miss,False,True,False,0.006268805378597663,,,Improve governance demo docs,"## Summary
- update Demo Showcase table to mention governance simulation demo
- document `governance-sim` CLI usage in the root quick‑start
- expand demo README with installation and module invocation tips

## Testing
- `python alpha_factory_v1/scripts/run_tests.py`","README.md
alpha_factory_v1/demos/solving_agi_governance/README.md",2,Improve live mode config for era_of_experience demo,"## Summary
- default config now includes `LIVE_FEED=0`
- export `LIVE_FEED` when `--live` flag is used
- document `LIVE_FEED` usage in README

## Testing
- `bash -n alpha_factory_v1/demos/era_of_experience/run_experience_demo.sh`
- `python -m py_compile alpha_factory_v1/demos/era_of_experience/agent_experience_entrypoint.py`
- `python -m py_compile -q alpha_factory_v1/demos/era_of_experience/reward_backends/*.py`
","alpha_factory_v1/demos/era_of_experience/README.md
alpha_factory_v1/demos/era_of_experience/config.env.sample
alpha_factory_v1/demos/era_of_experience/run_experience_demo.sh",3,,False,9253,v1,v1,Pdeeb5d2ccae0d9b3
mochilang/mochi,14388,14673,OpenAI_Codex,OpenAI_Codex,2025-07-29T03:09:18+00:00,2025-07-30T23:20:55+00:00,2025-07-29T16:27:08+00:00,2025-07-29T16:27:26+00:00,False,False,True,False,False,False,False,True,False,False,True,True,near_miss,False,False,True,,0.01153780049469067,0.01153780049469067,Erlang a2mochi improvements,"## Summary
- enhance Erlang converter to handle list indexing and membership checks
- recognize `lists:nth` and `lists:member` patterns
- support map update expressions
- update golden files and README progress checklist

## Testing
- `go test -tags slow ./tools/a2mochi/x/erl -run TestTransform_Golden`


------
https://chatgpt.com/codex/tasks/task_e_68883365ab7483209e4ca79ff2967cc5","tests/a2mochi/x/erl/in_operator.mochi
tests/a2mochi/x/erl/in_operator.out
tests/a2mochi/x/erl/list_index.mochi
tests/a2mochi/x/erl/list_index.out
tests/a2mochi/x/erl/map_in_operator.mochi
tests/a2mochi/x/erl/map_in_operator.out
tests/a2mochi/x/erl/membership.mochi
tests/a2mochi/x/erl/membership.out
tools/a2mochi/x/erl/README.md
tools/a2mochi/x/erl/transform.go
tools/a2mochi/x/erl/transform_test.go",11,Update Lua a2mochi tests,"## Summary
- support Lua `dataset_where_filter` conversion
- auto-generate README after running Lua golden tests
- update Lua transformer for table.insert calls

## Testing
- `go test ./tools/a2mochi/x/lua -tags slow`

------
https://chatgpt.com/codex/tasks/task_e_6888d85e98288320a52c1e6a0e5b666e","tests/a2mochi/x/lua/dataset_where_filter.ast
tests/a2mochi/x/lua/dataset_where_filter.mochi
tests/a2mochi/x/lua/dataset_where_filter.out
tools/a2mochi/x/lua/README.md
tools/a2mochi/x/lua/transform.go
tools/a2mochi/x/lua/transform_test.go",6,,False,11776,v1,v1,P42a1f853dd9df16d
mochilang/mochi,9144,9647,OpenAI_Codex,OpenAI_Codex,2025-07-17T06:48:56+00:00,2025-07-18T11:55:49+00:00,2025-07-18T10:35:54+00:00,2025-07-18T10:36:10+00:00,False,False,True,False,False,False,False,True,False,False,True,True,near_miss,False,False,True,,0.01153780049469067,0.01153780049469067,Fix left join output in Elixir compiler,"## Summary
- handle nil rows when merging join variables in the Elixir backend
- regenerate `group_by_left_join` machine output and remove the error file
- mark all examples as compiled in the Elixir README
- document progress in `TASKS.md`

## Testing
- `elixir tests/machine/x/ex/group_by_left_join.exs`

------
https://chatgpt.com/codex/tasks/task_e_6878993995d48320ae61deb2af2707cf","compiler/x/ex/TASKS.md
compiler/x/ex/compiler.go
tests/machine/x/ex/README.md
tests/machine/x/ex/group_by_left_join.error
tests/machine/x/ex/group_by_left_join.exs
tests/machine/x/ex/group_by_left_join.out",6,Run TypeScript Rosetta tests and add BigInt support,"## Summary
- enhance TypeScript backend with basic `bigint` support
- translate `int()` builtin to `Math.trunc(Number())`
- regenerate TypeScript Rosetta outputs for `ackermann-function-3` and `100-prisoners`
- refresh checklist in `tests/rosetta/out/TypeScript/README.md`

## Testing
- `go test ./compiler/x/ts -run Rosetta -v -tags slow`

------
https://chatgpt.com/codex/tasks/task_e_687a1e49998483209f8fc8d132c85e37","compiler/x/ts/compiler.go
compiler/x/ts/helpers.go
tests/rosetta/out/TypeScript/100-doors-2.ts
tests/rosetta/out/TypeScript/100-doors-3.ts
tests/rosetta/out/TypeScript/100-doors.ts
tests/rosetta/out/TypeScript/100-prisoners.error
tests/rosetta/out/TypeScript/100-prisoners.out
tests/rosetta/out/TypeScript/README.md
tests/rosetta/out/TypeScript/ackermann-function-3.error
tests/rosetta/out/TypeScript/ackermann-function-3.out
tests/rosetta/out/TypeScript/ackermann-function-3.ts",11,,False,7455,v1,v1,P67e9d402f1e95d27
mochilang/mochi,8690,9044,OpenAI_Codex,OpenAI_Codex,2025-07-14T12:45:21+00:00,2025-07-30T23:20:55+00:00,2025-07-16T17:55:15+00:00,2025-07-16T17:55:27+00:00,False,False,True,False,False,False,False,True,False,False,True,True,near_miss,False,False,True,,0.01153780049469067,0.01153780049469067,Update TS compiler outputs,"## Summary
- regenerate machine TypeScript files
- remove legacy `_order` usage in generated q1.ts
- document progress and remaining tasks

## Testing
- `go test ./compiler/x/ts -run TestGenerateMachineOutput -tags slow -count=1`
- `deno run --quiet --allow-net --allow-read /tmp/q1.ts > /tmp/q1.out`

------
https://chatgpt.com/codex/tasks/task_e_6874f2b7e6f48320a952bf70e9261618","compiler/x/ts/TASKS.md
tests/machine/x/ts/README.md
tests/machine/x/ts/append_builtin.ts
tests/machine/x/ts/avg_builtin.ts
tests/machine/x/ts/basic_compare.ts
tests/machine/x/ts/binary_precedence.ts
tests/machine/x/ts/bool_chain.ts
tests/machine/x/ts/break_continue.ts
tests/machine/x/ts/cast_string_to_int.ts
tests/machine/x/ts/cast_struct.ts
tests/machine/x/ts/closure.ts
tests/machine/x/ts/count_builtin.ts
tests/machine/x/ts/cross_join.ts
tests/machine/x/ts/cross_join_filter.ts
tests/machine/x/ts/cross_join_triple.ts
tests/machine/x/ts/dataset_sort_take_limit.ts
tests/machine/x/ts/dataset_where_filter.ts
tests/machine/x/ts/exists_builtin.ts
tests/machine/x/ts/for_list_collection.ts
tests/machine/x/ts/for_loop.ts
tests/machine/x/ts/for_map_collection.ts
tests/machine/x/ts/fun_call.ts
tests/machine/x/ts/fun_expr_in_let.ts
tests/machine/x/ts/fun_three_args.ts
tests/machine/x/ts/go_auto.ts
tests/machine/x/ts/group_by.ts
tests/machine/x/ts/group_by_conditional_sum.ts
tests/machine/x/ts/group_by_having.ts
tests/machine/x/ts/group_by_join.ts
tests/machine/x/ts/group_by_left_join.ts
tests/machine/x/ts/group_by_multi_join.ts
tests/machine/x/ts/group_by_multi_join_sort.ts
tests/machine/x/ts/group_by_sort.ts
tests/machine/x/ts/group_items_iteration.ts
tests/machine/x/ts/if_else.ts
tests/machine/x/ts/if_then_else.ts
tests/machine/x/ts/if_then_else_nested.ts
tests/machine/x/ts/in_operator.ts
tests/machine/x/ts/in_operator_extended.ts
tests/machine/x/ts/inner_join.ts
tests/machine/x/ts/join_multi.ts
tests/machine/x/ts/json_builtin.ts
tests/machine/x/ts/left_join.ts
tests/machine/x/ts/left_join_multi.ts
tests/machine/x/ts/len_builtin.ts
tests/machine/x/ts/len_map.ts
tests/machine/x/ts/len_string.ts
tests/machine/x/ts/let_and_print.ts
tests/machine/x/ts/list_assign.ts
tests/machine/x/ts/list_index.ts
tests/machine/x/ts/list_nested_assign.ts
tests/machine/x/ts/list_set_ops.ts
tests/machine/x/ts/load_yaml.ts
tests/machine/x/ts/map_assign.ts
tests/machine/x/ts/map_in_operator.ts
tests/machine/x/ts/map_index.ts
tests/machine/x/ts/map_int_key.ts
tests/machine/x/ts/map_literal_dynamic.ts
tests/machine/x/ts/map_membership.ts
tests/machine/x/ts/map_nested_assign.ts
tests/machine/x/ts/match_expr.ts
tests/machine/x/ts/match_full.ts
tests/machine/x/ts/math_ops.ts
tests/machine/x/ts/membership.ts
tests/machine/x/ts/min_max_builtin.ts
tests/machine/x/ts/nested_function.ts
tests/machine/x/ts/order_by_map.ts
tests/machine/x/ts/outer_join.ts
tests/machine/x/ts/partial_application.ts
tests/machine/x/ts/print_hello.ts
tests/machine/x/ts/pure_fold.ts
tests/machine/x/ts/pure_global_fold.ts
tests/machine/x/ts/python_auto.ts
tests/machine/x/ts/python_math.ts
tests/machine/x/ts/q1.ts
tests/machine/x/ts/query_sum_select.ts
tests/machine/x/ts/record_assign.ts
tests/machine/x/ts/right_join.ts
tests/machine/x/ts/save_jsonl_stdout.ts
tests/machine/x/ts/short_circuit.ts",103,Fix Go build and tests,"## Summary
- make the Go compiler package build without the `slow` tag
- mark slow Go compiler tests with build tag so they're skipped by default

## Testing
- `go build ./...`
- `go test ./...`


------
https://chatgpt.com/codex/tasks/task_e_6877e5488b5c8320878c705652c18b6b","compiler/x/go/dummy.go
compiler/x/go/vm_golden_test.go",2,,False,5769,v1,v1,P38c5b8c48d6e7f15
mochilang/mochi,12958,13745,OpenAI_Codex,OpenAI_Codex,2025-07-25T04:20:51+00:00,2025-07-30T23:20:55+00:00,2025-07-27T10:29:49+00:00,2025-07-27T10:31:17+00:00,False,False,True,False,False,False,False,True,False,False,True,True,near_miss,False,False,True,,0.01153780049469067,0.01153780049469067,Fix swift rosetta benchmark runtime,"## Summary
- improve `_now` handling in the Swift transpiler
- seed PRNG when running benchmarks to keep rosetta programs fast
- regenerate Swift code for `100-prisoners`
- update benchmark data and docs

## Testing
- `ROSETTA_INDEX=4 MOCHI_BENCHMARK=1 go test ./transpiler/x/swift -run TestSwiftTranspiler_Rosetta_Golden -tags=slow -count=1 -v`

------
https://chatgpt.com/codex/tasks/task_e_68830247f8488320a30927cad865dc2b","tests/rosetta/transpiler/Swift/100-prisoners.bench
tests/rosetta/transpiler/Swift/100-prisoners.swift
transpiler/x/swift/README.md
transpiler/x/swift/ROSETTA.md
transpiler/x/swift/TASKS.md
transpiler/x/swift/transpiler.go
transpiler/x/swift/transpiler_test.go",7,Add Rosetta task 364 notes,"## Summary
- update Go sample with Rosetta Code reference
- update Mochi example with Rosetta Code reference

## Testing
- `MOCHI_ROSETTA_ONLY=fibonacci-n-step-number-sequences go test -tags slow ./runtime/vm -run Rosetta -count=1 -v`
- `go run ./cmd/mochi run tests/rosetta/x/Mochi/fibonacci-n-step-number-sequences.mochi`

------
https://chatgpt.com/codex/tasks/task_e_6885fc1b6a4c83208865b1349414e1aa","tests/rosetta/x/Go/fibonacci-n-step-number-sequences.go
tests/rosetta/x/Mochi/fibonacci-n-step-number-sequences.mochi",2,,False,4123,v1,v1,P435b49321ea362ba
MontrealAI/AGI-Alpha-Agent-v0,153,2768,OpenAI_Codex,OpenAI_Codex,2025-05-17T18:05:38+00:00,2025-07-30T23:20:55+00:00,2025-06-29T17:40:32+00:00,2025-06-29T17:41:18+00:00,False,False,True,False,False,False,False,True,False,False,True,True,near_miss,False,False,True,,0.01153780049469067,0.01153780049469067,Improve governance demo docs,"## Summary
- update Demo Showcase table to mention governance simulation demo
- document `governance-sim` CLI usage in the root quick‑start
- expand demo README with installation and module invocation tips

## Testing
- `python alpha_factory_v1/scripts/run_tests.py`","README.md
alpha_factory_v1/demos/solving_agi_governance/README.md",2,feat: add offline toggle for insight browser,"## Summary
- add RUN_OFFLINE selector to Insight browser power panel
- update LLM utility to respect RUN_OFFLINE setting
- mention the new selector in documentation

## Testing
- `python scripts/check_python_deps.py`
- `python check_env.py --auto-install`
- `pytest -q` *(fails: ModuleNotFoundError in tests)*
- `pre-commit run --files alpha_factory_v1/demos/alpha_agi_insight_v1/insight_browser_v1/src/utils/llm.ts alpha_factory_v1/demos/alpha_agi_insight_v1/insight_browser_v1/src/ui/PowerPanel.ts alpha_factory_v1/demos/alpha_agi_insight_v1/insight_browser_v1/README.md docs/demos/alpha_agi_insight_v1.md` *(fails: proto-verify hook)*

------
https://chatgpt.com/codex/tasks/task_e_686173fbbc3c8333aa79e3230b32b706","alpha_factory_v1/demos/alpha_agi_insight_v1/insight_browser_v1/README.md
alpha_factory_v1/demos/alpha_agi_insight_v1/insight_browser_v1/src/ui/PowerPanel.ts
alpha_factory_v1/demos/alpha_agi_insight_v1/insight_browser_v1/src/utils/llm.ts
docs/demos/alpha_agi_insight_v1.md",4,,False,12079,v1,v1,P2a53378c1ed92d42
crewAIInc/crewAI,2930,2937,Devin,Devin,2025-06-01T06:55:26+00:00,2025-06-09T18:27:57+00:00,2025-06-03T08:31:43+00:00,2025-06-11T17:52:58+00:00,False,False,True,False,False,False,False,False,False,False,False,False,control,False,True,False,0.007682382133995037,,,Fix Flow persistence with nested Pydantic models (issue #2929),"# Fix Flow persistence with nested Pydantic models (issue #2929)

## Problem
When using `@persist` decorator on Flow classes that have Pydantic state with nested Pydantic models, the persistence fails with:
```
RuntimeError: State persistence failed: Object of type CustomPydanticModel is not JSON serializable
```

This occurs because the `SQLiteFlowPersistence.save_state()` method uses `json.dumps(state_dict)` where `state_dict` is created using `dict(state_data)`. While this works for simple Pydantic models, it fails when the model contains nested Pydantic objects because `dict()` doesn't recursively serialize nested models.

## Root Cause
In `src/crewai/flow/persistence/sqlite.py` line 106, the code uses:
```python
json.dumps(state_dict)
```

Where `state_dict` is created from a Pydantic model using `dict(state_data)` at line 84. This approach doesn't handle nested Pydantic models properly, leaving them as non-JSON-serializable objects.

## Solution
Updated `SQLiteFlowPersistence.save_state()` to use the existing `CrewJSONEncoder` which already handles Pydantic model serialization correctly:

```python
json.dumps(state_dict, cls=CrewJSONEncoder)
```

The `CrewJSONEncoder` uses `m","src/crewai/flow/persistence/sqlite.py
tests/test_flow_persistence.py",2,Update Portkey Integration Documentation,"# Update Portkey Integration Documentation

## Overview
This PR comprehensively updates the Portkey AI observability documentation for CrewAI to address GitHub issue #2935. The documentation has been modernized to reflect the latest Portkey SDK patterns and provides complete coverage of the crewAI x Portkey integration.

## Key Changes

### 🔄 Modernized Integration Patterns
- **Updated to Portkey SDK v1.13.0+**: Replaced deprecated `createHeaders` and `PORTKEY_GATEWAY_URL` patterns with modern direct OpenAI SDK compatibility
- **Backward Compatibility**: Maintained legacy examples for existing users while clearly marking them as deprecated
- **Simplified Configuration**: Streamlined setup process with clearer environment variable management

### ⚡ Enhanced Feature Coverage
- **Async Support**: Added comprehensive async examples for high-performance CrewAI applications
- **Multi-LLM Providers**: Updated examples for Anthropic, Azure, Gemini, and Mistral with modern patterns
- **Production Reliability**: Detailed examples of retries, fallbacks, load balancing, and conditional routing
- **Advanced Caching**: Practical examples of semantic and simple caching with CrewAI workflows

### ",".github/workflows/tests.yml
docs/observability/portkey.mdx
pyproject.toml
uv.lock",4,,False,12072,v1,v1,Peb52f1362dcba4b7
mochilang/mochi,4091,11360,OpenAI_Codex,OpenAI_Codex,2025-06-30T06:34:45+00:00,2025-07-30T23:20:55+00:00,2025-07-21T12:25:24+00:00,2025-07-21T12:25:33+00:00,False,False,True,False,False,False,False,True,False,False,True,False,control,False,False,True,,0.005601571224084033,0.005601571224084033,Add substr negative index support,"## Summary
- enhance VM substring builtins to allow negative indices
- print substr example in TPC-DS query 8
- update generated IR and outputs for query 8

## Testing
- `go test ./...`

------
https://chatgpt.com/codex/tasks/task_e_68622bbef78c8320abcf485f600ad99a","runtime/vm/vm.go
tests/dataset/tpc-ds/out/q8.ir.out
tests/dataset/tpc-ds/out/q8.out
tests/dataset/tpc-ds/q8.mochi",4,Add release notes for v0.10.34,"## Summary
- document v0.10.34 release
- update CHANGELOG

## Testing
- `make test STAGE=parser`

------
https://chatgpt.com/codex/tasks/task_e_687e30572c1c83209cbe557b31ad865e","CHANGELOG.md
releases/v0.10.34.md",2,,False,934,v1,v1,P0be2cb2b86f91c21
mochilang/mochi,4091,7052,OpenAI_Codex,OpenAI_Codex,2025-06-30T06:34:45+00:00,2025-07-30T23:20:55+00:00,2025-07-09T21:07:53+00:00,2025-07-09T21:08:13+00:00,False,False,True,False,False,False,False,True,False,False,True,False,control,False,True,False,0.006268805378597663,,,Add substr negative index support,"## Summary
- enhance VM substring builtins to allow negative indices
- print substr example in TPC-DS query 8
- update generated IR and outputs for query 8

## Testing
- `go test ./...`

------
https://chatgpt.com/codex/tasks/task_e_68622bbef78c8320abcf485f600ad99a","runtime/vm/vm.go
tests/dataset/tpc-ds/out/q8.ir.out
tests/dataset/tpc-ds/out/q8.out
tests/dataset/tpc-ds/q8.mochi",4,Improve Kotlin compiler tests,"## Summary
- update Kotlin compiler test to run jars from source directory
- compile more Mochi programs to Kotlin
- refresh Kotlin machine output and progress checklist

## Testing
- `go test -tags=slow ./compiler/x/kotlin -run TestKotlinPrograms/load_yaml`
- `go test -tags=slow ./compiler/x/kotlin -run TestKotlinPrograms/map_int_key`
- `go test -tags=slow ./compiler/x/kotlin -run TestKotlinPrograms/string_in_operator`


------
https://chatgpt.com/codex/tasks/task_e_686ed341a2d48320bab931c4c58d1f1a","compiler/x/kotlin/compiler_test.go
tests/machine/x/kotlin/README.md
tests/machine/x/kotlin/load_yaml.kt
tests/machine/x/kotlin/load_yaml.out
tests/machine/x/kotlin/map_int_key.kt
tests/machine/x/kotlin/map_int_key.out
tests/machine/x/kotlin/map_literal_dynamic.kt
tests/machine/x/kotlin/map_literal_dynamic.out
tests/machine/x/kotlin/map_membership.kt
tests/machine/x/kotlin/map_membership.out
tests/machine/x/kotlin/map_nested_assign.kt
tests/machine/x/kotlin/map_nested_assign.out
tests/machine/x/kotlin/match_expr.kt
tests/machine/x/kotlin/match_expr.out
tests/machine/x/kotlin/match_full.kt
tests/machine/x/kotlin/match_full.out
tests/machine/x/kotlin/math_ops.kt
tests/machine/x/kotlin/math_ops.out
tests/machine/x/kotlin/membership.kt
tests/machine/x/kotlin/membership.out
tests/machine/x/kotlin/min_max_builtin.kt
tests/machine/x/kotlin/min_max_builtin.out
tests/machine/x/kotlin/print_hello.kt
tests/machine/x/kotlin/print_hello.out
tests/machine/x/kotlin/pure_fold.kt
tests/machine/x/kotlin/pure_fold.out
tests/machine/x/kotlin/pure_global_fold.kt
tests/machine/x/kotlin/pure_global_fold.out
tests/machine/x/kotlin/record_assign.kt
tests/machine/x/kotlin/record_assign.out
tests/machine/x/kotlin/save_jsonl_stdout.kt
tests/machine/x/kotlin/save_jsonl_stdout.out
tests/machine/x/kotlin/short_circuit.kt
tests/machine/x/kotlin/short_circuit.out
tests/machine/x/kotlin/slice.kt
tests/machine/x/kotlin/slice.out
tests/machine/x/kotlin/str_builtin.kt
tests/machine/x/kotlin/str_builtin.out
tests/machine/x/kotlin/string_concat.kt
tests/machine/x/kotlin/string_concat.out
tests/machine/x/kotlin/string_in_operator.kt
tests/machine/x/kotlin/string_in_operator.out
tests/machine/x/kotlin/string_index.kt
tests/machine/x/kotlin/string_index.out
tests/machine/x/kotlin/string_prefix_slice.kt
tests/machine/x/kotlin/string_prefix_slice.out
tests/machine/x/kotlin/substring_builtin.kt
tests/machine/x/kotlin/substring_builtin.out
tests/machine/x/kotlin/sum_builtin.kt
tests/machine/x/kotlin/sum_builtin.out
tests/machine/x/kotlin/typed_let.kt
tests/machine/x/kotlin/typed_let.out
tests/machine/x/kotlin/typed_var.kt
tests/machine/x/kotlin/typed_var.out
tests/machine/x/kotlin/unary_neg.kt
tests/machine/x/kotlin/unary_neg.out
tests/machine/x/kotlin/user_type_literal.kt
tests/machine/x/kotlin/user_type_literal.out
tests/machine/x/kotlin/var_assignment.kt
tests/machine/x/kotlin/var_assignment.out
tests/machine/x/kotlin/while_loop.kt
tests/machine/x/kotlin/while_loop.out",62,,False,1897,v1,v1,Pf6ba0b838a889750
